"Year","Birth order","Age class of mother","Age class of father","Live births"
"2011","Mother not married","25-29 years","70 years or more",0
"2011","Mother not married","25-29 years","Unknown",232
"2011","Mother not married","30-34 years","Less than 20 years",2
"2011","Mother not married","30-34 years","20-24 years",47
"2011","Mother not married","30-34 years","25-29 years",512
"2011","Mother not married","30-34 years","30-34 years",1985
"2011","Mother not married","30-34 years","35-39 years",1434
"2011","Mother not married","30-34 years","40-44 years",508
"2011","Mother not married","30-34 years","45-49 years",199
"2011","Mother not married","30-34 years","50-59 years",87
"2011","Mother not married","30-34 years","60-69 years",4
"2011","Mother not married","30-34 years","70 years or more",0
"2011","Mother not married","30-34 years","Unknown",242
"2011","Mother not married","35-39 years","Less than 20 years",0
"2011","Mother not married","35-39 years","20-24 years",17
"2011","Mother not married","35-39 years","25-29 years",117
"2011","Mother not married","35-39 years","30-34 years",618
"2011","Mother not married","35-39 years","35-39 years",1347
"2011","Mother not married","35-39 years","40-44 years",853
"2011","Mother not married","35-39 years","45-49 years",298
"2011","Mother not married","35-39 years","50-59 years",111
"2011","Mother not married","35-39 years","60-69 years",7
"2011","Mother not married","35-39 years","70 years or more",0
"2011","Mother not married","35-39 years","Unknown",169
"2011","Mother not married","40-44 years","Less than 20 years",0
"2011","Mother not married","40-44 years","20-24 years",1
"2011","Mother not married","40-44 years","25-29 years",22
"2011","Mother not married","40-44 years","30-34 years",94
"2011","Mother not married","40-44 years","35-39 years",233
"2011","Mother not married","40-44 years","40-44 years",387
"2011","Mother not married","40-44 years","45-49 years",176
"2011","Mother not married","40-44 years","50-59 years",71
"2011","Mother not married","40-44 years","60-69 years",7
"2011","Mother not married","40-44 years","70 years or more",1
"2011","Mother not married","40-44 years","Unknown",74
"2011","Mother not married","45-49 years","Less than 20 years",0
"2011","Mother not married","45-49 years","20-24 years",0
"2011","Mother not married","45-49 years","25-29 years",0
"2011","Mother not married","45-49 years","30-34 years",5
"2011","Mother not married","45-49 years","35-39 years",12
"2011","Mother not married","45-49 years","40-44 years",16
"2011","Mother not married","45-49 years","45-49 years",22
"2011","Mother not married","45-49 years","50-59 years",14
"2011","Mother not married","45-49 years","60-69 years",0
"2011","Mother not married","45-49 years","70 years or more",0
"2011","Mother not married","45-49 years","Unknown",10
"2011","Mother not married","50 years or more","Less than 20 years",0
"2011","Mother not married","50 years or more","20-24 years",0
"2011","Mother not married","50 years or more","25-29 years",0
"2011","Mother not married","50 years or more","30-34 years",0
"2011","Mother not married","50 years or more","35-39 years",0
"2011","Mother not married","50 years or more","40-44 years",1
"2011","Mother not married","50 years or more","45-49 years",2
"2011","Mother not married","50 years or more","50-59 years",0
"2011","Mother not married","50 years or more","60-69 years",2
"2011","Mother not married","50 years or more","70 years or more",0
"2011","Mother not married","50 years or more","Unknown",1
"2012","First child","Less than 20 years","Less than 20 years",8
"2012","First child","Less than 20 years","20-24 years",69
"2012","First child","Less than 20 years","25-29 years",47
"2012","First child","Less than 20 years","30-34 years",3
"2012","First child","Less than 20 years","35-39 years",5
"2012","First child","Less than 20 years","40-44 years",2
"2012","First child","Less than 20 years","45-49 years",2
"2012","First child","Less than 20 years","50-59 years",0
"2012","First child","Less than 20 years","60-69 years",0
"2012","First child","Less than 20 years","70 years or more",0
"2012","First child","Less than 20 years","Unknown",0
"2012","First child","20-24 years","Less than 20 years",5
"2012","First child","20-24 years","20-24 years",830
"2012","First child","20-24 years","25-29 years",1719
"2012","First child","20-24 years","30-34 years",550
"2012","First child","20-24 years","35-39 years",120
"2012","First child","20-24 years","40-44 years",51
"2012","First child","20-24 years","45-49 years",16
"2012","First child","20-24 years","50-59 years",10
"2012","First child","20-24 years","60-69 years",1
"2012","First child","20-24 years","70 years or more",0
"2012","First child","20-24 years","Unknown",0
"2012","First child","25-29 years","Less than 20 years",1
"2012","First child","25-29 years","20-24 years",240
"2012","First child","25-29 years","25-29 years",3321
"2012","First child","25-29 years","30-34 years",3594
"2012","First child","25-29 years","35-39 years",1125
"2012","First child","25-29 years","40-44 years",331
"2012","First child","25-29 years","45-49 years",101
"2012","First child","25-29 years","50-59 years",56
"2012","First child","25-29 years","60-69 years",6
"2012","First child","25-29 years","70 years or more",1
"2012","First child","25-29 years","Unknown",0
"2012","First child","30-34 years","Less than 20 years",0
"2012","First child","30-34 years","20-24 years",46
"2012","First child","30-34 years","25-29 years",936
"2012","First child","30-34 years","30-34 years",5260
"2012","First child","30-34 years","35-39 years",3527
"2012","First child","30-34 years","40-44 years",1026
"2012","First child","30-34 years","45-49 years",318
"2012","First child","30-34 years","50-59 years",121
"2012","First child","30-34 years","60-69 years",12
"2012","First child","30-34 years","70 years or more",10
"2012","First child","30-34 years","Unknown",0
"2012","First child","35-39 years","Less than 20 years",0
"2012","First child","35-39 years","20-24 years",11
"2012","First child","35-39 years","25-29 years",164
"2012","First child","35-39 years","30-34 years",894
"2012","First child","35-39 years","35-39 years",2178
"2012","First child","35-39 years","40-44 years",1276
"2012","First child","35-39 years","45-49 years",397
"2012","First child","35-39 years","50-59 years",164
"2012","First child","35-39 years","60-69 years",29
"2012","First child","35-39 years","70 years or more",3
"2012","First child","35-39 years","Unknown",0
"2012","First child","40-44 years","Less than 20 years",0
"2012","First child","40-44 years","20-24 years",1
"2012","First child","40-44 years","25-29 years",27
"2012","First child","40-44 years","30-34 years",98
"2012","First child","40-44 years","35-39 years",266
"2012","First child","40-44 years","40-44 years",453
"2012","First child","40-44 years","45-49 years",201
"2012","First child","40-44 years","50-59 years",112
"2012","First child","40-44 years","60-69 years",20
"2012","First child","40-44 years","70 years or more",2
"2012","First child","40-44 years","Unknown",0
"2012","First child","45-49 years","Less than 20 years",0
"2012","First child","45-49 years","20-24 years",0
"2012","First child","45-49 years","25-29 years",2
"2012","First child","45-49 years","30-34 years",3
"2012","First child","45-49 years","35-39 years",11
"2012","First child","45-49 years","40-44 years",33
"2012","First child","45-49 years","45-49 years",36
"2012","First child","45-49 years","50-59 years",13
"2012","First child","45-49 years","60-69 years",3
"2012","First child","45-49 years","70 years or more",0
"2012","First child","45-49 years","Unknown",0
"2012","First child","50 years or more","Less than 20 years",0
"2012","First child","50 years or more","20-24 years",0
"2012","First child","50 years or more","25-29 years",0
"2012","First child","50 years or more","30-34 years",0
"2012","First child","50 years or more","35-39 years",0
"2012","First child","50 years or more","40-44 years",0
"2012","First child","50 years or more","45-49 years",1
"2012","First child","50 years or more","50-59 years",6
"2012","First child","50 years or more","60-69 years",0
"2012","First child","50 years or more","70 years or more",1
"2012","First child","50 years or more","Unknown",0
"2012","Second child","Less than 20 years","Less than 20 years",0
"2012","Second child","Less than 20 years","20-24 years",5
"2012","Second child","Less than 20 years","25-29 years",2
"2012","Second child","Less than 20 years","30-34 years",2
"2012","Second child","Less than 20 years","35-39 years",2
"2012","Second child","Less than 20 years","40-44 years",0
"2012","Second child","Less than 20 years","45-49 years",0
"2012","Second child","Less than 20 years","50-59 years",0
"2012","Second child","Less than 20 years","60-69 years",0
"2012","Second child","Less than 20 years","70 years or more",0
"2012","Second child","Less than 20 years","Unknown",0
"2012","Second child","20-24 years","Less than 20 years",1
"2012","Second child","20-24 years","20-24 years",168
"2012","Second child","20-24 years","25-29 years",579
"2012","Second child","20-24 years","30-34 years",242
"2012","Second child","20-24 years","35-39 years",56
"2012","Second child","20-24 years","40-44 years",18
"2012","Second child","20-24 years","45-49 years",7
"2012","Second child","20-24 years","50-59 years",1
"2012","Second child","20-24 years","60-69 years",0
"2012","Second child","20-24 years","70 years or more",0
"2012","Second child","20-24 years","Unknown",0
"2012","Second child","25-29 years","Less than 20 years",0
"2012","Second child","25-29 years","20-24 years",82
"2012","Second child","25-29 years","25-29 years",1927
"2012","Second child","25-29 years","30-34 years",2528
"2012","Second child","25-29 years","35-39 years",751
"2012","Second child","25-29 years","40-44 years",278
"2012","Second child","25-29 years","45-49 years",84
"2012","Second child","25-29 years","50-59 years",27
"2012","Second child","25-29 years","60-69 years",2
"2012","Second child","25-29 years","70 years or more",0
"2012","Second child","25-29 years","Unknown",0
"2012","Second child","30-34 years","Less than 20 years",0
"2012","Second child","30-34 years","20-24 years",11
"2012","Second child","30-34 years","25-29 years",491
"2012","Second child","30-34 years","30-34 years",4674
"2012","Second child","30-34 years","35-39 years",3792
"2012","Second child","30-34 years","40-44 years",1084
"2012","Second child","30-34 years","45-49 years",297
"2012","Second child","30-34 years","50-59 years",110
"2012","Second child","30-34 years","60-69 years",8
"2012","Second child","30-34 years","70 years or more",2
"2012","Second child","30-34 years","Unknown",0
"2012","Second child","35-39 years","Less than 20 years",0
"2012","Second child","35-39 years","20-24 years",0
"2012","Second child","35-39 years","25-29 years",68
"2012","Second child","35-39 years","30-34 years",943
"2012","Second child","35-39 years","35-39 years",3391
"2012","Second child","35-39 years","40-44 years",1926
