"Tipo di popolazione","Anno","Età","Sesso","Stato civile","Popolazione residente permanente e non permanente"
"Popolazione residente permanente","2017","66 anni","Donna","Coniugato, in unione domestica registrata",26687
"Popolazione residente permanente","2017","66 anni","Donna","Vedovo, unione domestica sciolta per decesso",4859
"Popolazione residente permanente","2017","66 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",8337
"Popolazione residente permanente","2017","66 anni","Donna","Senza indicazione",2
"Popolazione residente permanente","2017","67 anni","Uomo","Celibe/nubile",3728
"Popolazione residente permanente","2017","67 anni","Uomo","Coniugato, in unione domestica registrata",30435
"Popolazione residente permanente","2017","67 anni","Uomo","Vedovo, unione domestica sciolta per decesso",1329
"Popolazione residente permanente","2017","67 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",6353
"Popolazione residente permanente","2017","67 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2017","67 anni","Donna","Celibe/nubile",3580
"Popolazione residente permanente","2017","67 anni","Donna","Coniugato, in unione domestica registrata",27225
"Popolazione residente permanente","2017","67 anni","Donna","Vedovo, unione domestica sciolta per decesso",5455
"Popolazione residente permanente","2017","67 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",8376
"Popolazione residente permanente","2017","67 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2017","68 anni","Uomo","Celibe/nubile",3518
"Popolazione residente permanente","2017","68 anni","Uomo","Coniugato, in unione domestica registrata",29745
"Popolazione residente permanente","2017","68 anni","Uomo","Vedovo, unione domestica sciolta per decesso",1503
"Popolazione residente permanente","2017","68 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",5923
"Popolazione residente permanente","2017","68 anni","Uomo","Senza indicazione",2
"Popolazione residente permanente","2017","68 anni","Donna","Celibe/nubile",3343
"Popolazione residente permanente","2017","68 anni","Donna","Coniugato, in unione domestica registrata",26687
"Popolazione residente permanente","2017","68 anni","Donna","Vedovo, unione domestica sciolta per decesso",5927
"Popolazione residente permanente","2017","68 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",7916
"Popolazione residente permanente","2017","68 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2017","69 anni","Uomo","Celibe/nubile",3305
"Popolazione residente permanente","2017","69 anni","Uomo","Coniugato, in unione domestica registrata",29997
"Popolazione residente permanente","2017","69 anni","Uomo","Vedovo, unione domestica sciolta per decesso",1666
"Popolazione residente permanente","2017","69 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",5661
"Popolazione residente permanente","2017","69 anni","Uomo","Senza indicazione",2
"Popolazione residente permanente","2017","69 anni","Donna","Celibe/nubile",3501
"Popolazione residente permanente","2017","69 anni","Donna","Coniugato, in unione domestica registrata",26503
"Popolazione residente permanente","2017","69 anni","Donna","Vedovo, unione domestica sciolta per decesso",6542
"Popolazione residente permanente","2017","69 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",7776
"Popolazione residente permanente","2017","69 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2017","70 anni","Uomo","Celibe/nubile",3059
"Popolazione residente permanente","2017","70 anni","Uomo","Coniugato, in unione domestica registrata",29466
"Popolazione residente permanente","2017","70 anni","Uomo","Vedovo, unione domestica sciolta per decesso",1794
"Popolazione residente permanente","2017","70 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",5471
"Popolazione residente permanente","2017","70 anni","Uomo","Senza indicazione",3
"Popolazione residente permanente","2017","70 anni","Donna","Celibe/nubile",3303
"Popolazione residente permanente","2017","70 anni","Donna","Coniugato, in unione domestica registrata",25638
"Popolazione residente permanente","2017","70 anni","Donna","Vedovo, unione domestica sciolta per decesso",7070
"Popolazione residente permanente","2017","70 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",7426
"Popolazione residente permanente","2017","70 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2017","71 anni","Uomo","Celibe/nubile",2976
"Popolazione residente permanente","2017","71 anni","Uomo","Coniugato, in unione domestica registrata",29110
"Popolazione residente permanente","2017","71 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2072
"Popolazione residente permanente","2017","71 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",5070
"Popolazione residente permanente","2017","71 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2017","71 anni","Donna","Celibe/nubile",3163
"Popolazione residente permanente","2017","71 anni","Donna","Coniugato, in unione domestica registrata",25143
"Popolazione residente permanente","2017","71 anni","Donna","Vedovo, unione domestica sciolta per decesso",7747
"Popolazione residente permanente","2017","71 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",7093
"Popolazione residente permanente","2017","71 anni","Donna","Senza indicazione",3
"Popolazione residente permanente","2017","72 anni","Uomo","Celibe/nubile",2703
"Popolazione residente permanente","2017","72 anni","Uomo","Coniugato, in unione domestica registrata",27989
"Popolazione residente permanente","2017","72 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2047
"Popolazione residente permanente","2017","72 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",4590
"Popolazione residente permanente","2017","72 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2017","72 anni","Donna","Celibe/nubile",2920
"Popolazione residente permanente","2017","72 anni","Donna","Coniugato, in unione domestica registrata",23321
"Popolazione residente permanente","2017","72 anni","Donna","Vedovo, unione domestica sciolta per decesso",8031
"Popolazione residente permanente","2017","72 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",6493
"Popolazione residente permanente","2017","72 anni","Donna","Senza indicazione",2
"Popolazione residente permanente","2017","73 anni","Uomo","Celibe/nubile",2315
"Popolazione residente permanente","2017","73 anni","Uomo","Coniugato, in unione domestica registrata",26882
"Popolazione residente permanente","2017","73 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2336
"Popolazione residente permanente","2017","73 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",4318
"Popolazione residente permanente","2017","73 anni","Uomo","Senza indicazione",3
"Popolazione residente permanente","2017","73 anni","Donna","Celibe/nubile",2855
"Popolazione residente permanente","2017","73 anni","Donna","Coniugato, in unione domestica registrata",22445
"Popolazione residente permanente","2017","73 anni","Donna","Vedovo, unione domestica sciolta per decesso",8561
"Popolazione residente permanente","2017","73 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",6331
"Popolazione residente permanente","2017","73 anni","Donna","Senza indicazione",2
"Popolazione residente permanente","2017","74 anni","Uomo","Celibe/nubile",2227
"Popolazione residente permanente","2017","74 anni","Uomo","Coniugato, in unione domestica registrata",25493
"Popolazione residente permanente","2017","74 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2310
"Popolazione residente permanente","2017","74 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",3837
"Popolazione residente permanente","2017","74 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2017","74 anni","Donna","Celibe/nubile",2824
"Popolazione residente permanente","2017","74 anni","Donna","Coniugato, in unione domestica registrata",20966
"Popolazione residente permanente","2017","74 anni","Donna","Vedovo, unione domestica sciolta per decesso",9078
"Popolazione residente permanente","2017","74 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",5874
"Popolazione residente permanente","2017","74 anni","Donna","Senza indicazione",1
"Popolazione residente permanente","2017","75 anni","Uomo","Celibe/nubile",1974
"Popolazione residente permanente","2017","75 anni","Uomo","Coniugato, in unione domestica registrata",23982
"Popolazione residente permanente","2017","75 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2447
"Popolazione residente permanente","2017","75 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",3417
"Popolazione residente permanente","2017","75 anni","Uomo","Senza indicazione",1
"Popolazione residente permanente","2017","75 anni","Donna","Celibe/nubile",2609
"Popolazione residente permanente","2017","75 anni","Donna","Coniugato, in unione domestica registrata",19181
"Popolazione residente permanente","2017","75 anni","Donna","Vedovo, unione domestica sciolta per decesso",9469
"Popolazione residente permanente","2017","75 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",5273
"Popolazione residente permanente","2017","75 anni","Donna","Senza indicazione",1
"Popolazione residente permanente","2017","76 anni","Uomo","Celibe/nubile",1632
"Popolazione residente permanente","2017","76 anni","Uomo","Coniugato, in unione domestica registrata",21645
"Popolazione residente permanente","2017","76 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2456
"Popolazione residente permanente","2017","76 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",2938
"Popolazione residente permanente","2017","76 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2017","76 anni","Donna","Celibe/nubile",2550
"Popolazione residente permanente","2017","76 anni","Donna","Coniugato, in unione domestica registrata",17177
"Popolazione residente permanente","2017","76 anni","Donna","Vedovo, unione domestica sciolta per decesso",9900
"Popolazione residente permanente","2017","76 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",4652
"Popolazione residente permanente","2017","76 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2017","77 anni","Uomo","Celibe/nubile",1383
"Popolazione residente permanente","2017","77 anni","Uomo","Coniugato, in unione domestica registrata",19123
"Popolazione residente permanente","2017","77 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2339
"Popolazione residente permanente","2017","77 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",2523
"Popolazione residente permanente","2017","77 anni","Uomo","Senza indicazione",1
"Popolazione residente permanente","2017","77 anni","Donna","Celibe/nubile",2225
"Popolazione residente permanente","2017","77 anni","Donna","Coniugato, in unione domestica registrata",15172
"Popolazione residente permanente","2017","77 anni","Donna","Vedovo, unione domestica sciolta per decesso",10090
"Popolazione residente permanente","2017","77 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",4117
"Popolazione residente permanente","2017","77 anni","Donna","Senza indicazione",0
